Date Published,Rating,Max Rating,Author,Country,Title,Review Body,Type Of Traveller,Seat Type,Date Flown,Aircraft,Route,From,Via,To,Verified,Recommended
2016-05-06,10.0,10.0,Andreas Poltin,Austria,"""friendly cabin staff""","With my qcredits I bought an upgrade to Business class for the 9 hour fight from Hong Kong to Doha. I got seat 1K, and I can fully recline the seat to a bed. I am 183cm and fitted perfectly into the seat. The food (beef) and the desert (ice cream and cheese cake) were really good. In addition I want to mention the friendly cabin staff from Korea and the Philippines.",Solo Leisure,Business Class,May 2016,A330-200,HKG to DOH,Hong Kong,Direct,Doha,0.0,Yes
2016-05-05,9.0,10.0,R Walmsley,Australia,"""always attentive and courteous""",Return flight back to Australia from London - a month apart. All four flights on a B777. Perth to Doha - flight 1hr delayed due to medical issue with passenger. Plane brand new and comfortable all round. Big screen and good films. Qatar worked hard to get us (30+ passengers) through Doha security and held plane to London. Doha - London - bit older plane but still good. Return: London - Doha - new plane again and quite empty so 3 seats to myself. Doha-Perth - older 777 but not busy so room to spread out. All planes - good leg room and width for economy. Price - always the cheapest of the 5 star airlines. Entertainment - plenty. Service - always attentive and courteous. Food - ok but hot food quite cold on some flights. Not the tastiest of dishes. Overall recommended and I'll be booking again.,Solo Leisure,Economy Class,May 2016,Boeing 777-300R,LHR to PER via DOH,London Heathrow,Doha,Perth,0.0,Yes
2016-05-04,10.0,10.0,Patricia Slater,United Kingdom,"""a great experience""","✅ Verified Review |  We travelled from London to Bangkok return via Doha in April 2016, and this was our first time in Business Class. We were not disappointed, it was amazing! It was very comfortable and the cabin crew on all 4 flights were first class. Nothing was too much trouble for them.  We would not hesitate to travel with Qatar again, well done for a great experience.",Couple Leisure,Business Class,May 2016,A380,BKK to LHR via DOH,Bangkok,Doha,London,1.0,Yes
2016-05-03,9.0,10.0,Marc Coleman,Hong Kong,"""high standard of food and service""","✅ Verified Review | Flew Qatar Airways from Hong Kong to Johannesburg via Doha. All flights were on time and arrived early. As usual high standard of food and service, but it beats me why when getting on the plane in Hong Kong at just after midnight, they serve dinner at about 1am, surely it is better to serve a snack then a full breakfast. Breakfast very basic served at about 3am Doha time. On the return 02.55am out of Doha, full Dinner is again served then a mediocre breakfast just before arrival at 4pm. As to the planes, both types were very good, although I found the foot space a little tight on both planes (window Seat). The crew however were excellent and the flights were good. As a member of the club, you are well treated. Films were the same in and out, although the return was on May 1st they had not changed to movies over.",Business,Business Class,May 2016,"Boeing 787, A330/200",HKG to JNB via DOH,Hong Kong,Doha,Johannesburg,1.0,Yes
2016-04-30,5.0,10.0,Neil Lim,Qatar,"""service was disappointing""",✅ Verified Review |  Doha to Singapore and disappointed that the aircraft was changed from the usual A350 to an old A330. The seat was uncomfortable. Service was disappointing and crew disappeared after the meal service and I did not notice them doing drink rounds. Will fly their A350 in future.,Solo Leisure,Economy Class,April 2016,A330,DOH to SIN,Doha,Direct,Singapore,1.0,no
2016-04-24,7.0,10.0,Harold Bush-Howard,United Kingdom,"""food was sensational""","Doha to London with Qatar Airways. A good flight except for the moody hand control of the entertainment system, the lack of interesting stuff to watch, the female FA who completely ignored me in the lounge onboard this A380 aircraft, and a demanding family who seemed to assume the FAs were there personal servants (the bell was called around 100 times during the flight). The aircraft started moving from the stand and they were all still standing and talking, and the attendant did not say a word to them, even though they were right next to them.  Qatar Airways need to overhaul the control and the content of their entertainment system, it is annoying for being extra sensitive and films were old. It is a global airline and most of us do not mind watching a kiss.  Food was sensational and service impeccable, apart from the FA in the lounge who could not care less. I went there for a drink to escape the noisy and demanding family taking up the entire from row of business, but she was not welcoming and ignored me completely. After 10 minutes I gave up. I complained to the CSD who was very apologetic. She seemed busy doing something but she was not serving any other passenger. But all in all a good flight. The free wifi they say they offered did not work.",Business,Business Class,April 2016,A380,DOH to LHR,Doha,Direct,London,0.0,no
2016-04-23,10.0,10.0,Sal Rogers,Australia,"""fabulous for long haul flights""","✅ Verified Review |  Melbourne to Rome via Doha, returning from Milan and flights were excellent, better than what Qantas offered. QF business class lounge used in Melbourne, flight left on time. Plenty of space in the business class cabin, pleasant lighting and cabin clean and comfortable, handy small bin with a light in centre console for water and things like pens, glasses etc. Food and wine selection excellent, FAs highly trained in food presentation and food and wine delivery. PJs soft cotton and available in S-M size, QF take note! Amenities kit generous, it contained a full size tube of Armani moisturiser, mini Si perfume, lip cream, comb and usual items. FAs charming and seemed genuine in their desire to make the flight as comfortable and enjoyable as possible, their English was excellent. Toilets were spotless at all times. My mobile phone was left at the business class lounge in Doha, no problem for the airline, and it was delivered back to me a week later, that's service. Business class lounge Doha a little hard to find but impressive. Excellent service in café, more formal dining room of business class lounge was on upper floor. Fabulous airline for long haul flights from Australia to Europe and beyond.",Business,Business Class,April 2016,Boeing 777-300 ER,MEL to FCO via DOH,Melbourne,Doha,Rome,1.0,Yes
2016-04-21,6.0,10.0,Harold Bush-Howard,United Kingdom,"""old business class product""","✅ Verified Review |  On this route I had chosen to fly Cathay but it stopped covering this route so I was booked onto Qatar Airways, a bit of an irritation because they used an old A330 with old business class product. The Qatar Airways service was impeccable and so was the food. But the seat is uncomfortable. I was hoping to catch up on some film or TV programme but the irritating and unpredictable control made this impossible. I got all possible languages but English.",Business,Business Class,April 2016,A330-200,HKG to DOH,Hong Kong,Direct,Doha,1.0,no
2016-04-17,2.0,10.0,Michael van Heeswijk,Netherlands,"""very surprised and furious""","✅ Verified Review |  We had to fly to Brussels which just had the terrorist attack. We understood that Qatar could not fly us to Brussels. They forced us to choose a European airport that Qatar Airways flies to. Paris, Madrid, London or Frankfurt. If we did not choose we would not be allowed to travel to Doha, where we should have had a stopover. We chose Frankfurt as it is reasonably close to Brussels. However we were very surprised and furious when Qatar Airways ground staff told us we would be on our own in Frankfurt. You have to find the rest of the way yourself. Other airlines had ground transportation available to get the passengers to Brussels. We had to spend a lot of money to finally get to Brussels. We will not fly Qatar again.",Couple Leisure,Economy Class,March 2016,Boeing 777,CMB to BRU via DOH,Bandaranaike International,Doha,Brussels,1.0,no
2016-04-13,6.0,10.0,S Thomas,Qatar,"""some economies being made""","✅ Verified Review |  Qatar Airways are still using it's old business class seats on the MAN flights. Fly to London, Edinburgh or Birmingham (and many other places in Europe) and you get the lovely new flat beds which are considerably better. But to Manchester the now tired inclined seats and average tv monitors are used. Food still good though. Clearly there are some economies being made with cheaper champagne and they used to feed you twice, second time with a lovely afternoon tea. Now it's a main meal then ""snacks on request"". I upgraded from economy to business using QCredits that are given to frequent fliers. Not sure I'd do it again for the MAN flight. Flew back to Doha from Paris on the A380, a much better experience.",Business,Business Class,April 2016,A330-200,DOH to MAN,Doha,Direct,Manchester,1.0,no
2016-04-13,9.0,10.0,Albert Wong,China,"""service by crew was excellent""","✅ Verified Review |  The flight from Paris CDG to Doha started with a visit to a small lounge run by AF and it was far from the lounge that I expected - they provided croissant but even no butter and no excuse. On the flight however it was excellent. My seat is fitted with a new type armrest that has a vertical drawer for a bottle of water. The service by the crew was excellent and attentive. The meal is quite substantial for a morning flight, with interesting Arabian items and huge portion for the main course. Even a morning flight, we were given an overnight kit by Armani. That's why Qatar is a 5-star airline by all accounts. On time arrival.",Solo Leisure,Business Class,March 2016,A340-300,CDG to DOH,Charles de Gaulle Airport,Direct,Doha,1.0,Yes
2016-04-13,10.0,10.0,Mohammad Faisal Ahmad,United States,"""the most wonderful experience""","✅ Verified Review |  Islamabad to Washington via Doha.  I had the most wonderful experience flying on Qatar Airways. Being a Privilege club member for years, it just amazes me of how innovative they are  in terms of going above and beyond in customer satisfaction! I want to especially point out in regards to the a young flight attendant during my sector from DOH-IAD, who deserves all the praise for making my trip just memorable!",Solo Leisure,Economy Class,April 2016,Boeing 777-300ER,ISB to IAD via DOH,Islamabad,Doha,Washington,1.0,Yes
2016-04-13,1.0,10.0,Michael Houlihan,United Arab Emirates,"""on the ground words escape me""","I have been flying with Qatar a number of times and have always given positive feedback especially when their flight service is superb. But when things go wrong they go very wrong. Recent trip DXB to SYD, we missed our connection in Doha as we were late to the gate and got lost changing gates. We were informed we would need to pay a very large sum of money to move to the next flight although we are premium and the class ticket was the exact same. It was this or cancel the holiday and pay for a flight back to Dubai until then they refused to release our bags - we paid the large amount and paid for hotels. On the return leg I requested the cabin crew to make the bed, I had my phone charging in the side panel. I slept and on awaking I went to take my phone to find it down the side of the bed. To my horror it was crushed to peices, I can only assume that when making the bed it was moved and the seat moved to create the bed so crushing it, the seat was not moved in any way before or after. CSD apologised prefusily, gave me her bosses email. Arrived in Doha, and connection missed to DWC as flight was late and parked on remote stand, told another 8 hours wait. I am told not their fault, well whose is it then? I followed up these issues with emails and received two emails from a customer care rep saying we are sorry blah blah, no offer to replace the phone at least, it is not their fault, no offer to look into fight connections issues, no reply from any of the exec team. I will never set foot on them again. The customer care is appaling and reply with copy and paste answers so do not waste your time. In the air fantastic, on the ground words escape me.",Business,Business Class,March 2016,Boeing 777,DXB to SYD via DXB,Dubai,Dubai,Sydney,0.0,no
2016-04-12,9.0,10.0,Albert Wong,China,"""a first class flight""","✅ Verified Review |  This flight from Doha to Hong Kong took off from the Middle East at the awkward time of 3.30 am. On boarding the nice stewardess greeted me and hung my jacket. After taking off it was meal time, and I was given the option of eating on awakening. The seat was comfortable, and the breakfast was good though the congee that I took as Main is not Chinese style. Throughout the flight and service are smooth and comfortable. And this after relaxing at the beautiful lounge at Doha airport. A first class flight.",Business,Business Class,April 2016,A343,DOH to HKG,Doha,Direct,Hong Kong,1.0,Yes
2016-04-11,2.0,10.0,C Gaunt,United Kingdom,"""missed our connections""","✅ Verified Review |  I've flown Qatar Airways several times before and always loved the in-flight service and the food. However, never before did anything go wrong. Business class trip to Oman, and on departure from Heathrow they held the plane for an hour and a half for late arriving passengers (so announced the pilot to the passengers). Didn't make any time up in the air, and on landing at Doha it meant half the plane missed our connections, including me, which meant being stranded in Qatar for a night. Qatar Airways insisted I stay in the airline-owned hotel a shuttle bus ride away from the airport, despite my request to stay in the airport hotel. I got no sleep due to the noise and 4am wake up call, and they charged me USD$21 for an hour of Internet access. Missed my morning of meetings in Oman due to the rescheduled flight. The shocking thing is that on return no one cared an ounce about the fact their decision to hold the plane in London - not weather or mechanical. I asked for compensation for the $21 I had to spend on their hotel's Internet and was refused. True customer service shows through when things go badly and Qatar failed in this case. In short, inflight service is definitely one of the best airlines in the world. But if anything goes wrong with your trip, you do not want to be flying Qatar.",Business,Business Class,March 2016,A380 / A320,LHR to MCT via DOH,London Heathrow,Doha,Muscat,1.0,no
2016-04-10,7.0,10.0,R Clifton,United Kingdom,"""big bonus is  new airport in Doha""","✅ Verified Review |  Manchester to Phuket return via Doha. A330 from MAN to DOH cramped and tired IFE which lacked touch screen. The controls are fiddly and I did not bother with. Food was okay but had better DOH to HKT on Boeing 777, more space and thus more comfortable. IFE was more modern and had touchscreen but prefer Emirates IFE. Love flying on the A380, lots of room and very quiet in the cabin. IFE again more modern and similar to the Boeing 777. Last sector DOH to MAN again on A330, same as the outward leg. Crew on all legs were efficient but some were not overly friendly. The big bonus now with Qatar Airways is the new airport in Doha which is a huge improvement over the old one",Family Leisure,Economy Class,April 2016,A330 / Boeing 777,MAN to HKT via DOH,Manchester,Doha,Phuket,1.0,no
2016-04-08,9.0,10.0,S Gooneratne,Australia,"""cabin service was impeccable""","✅ Verified Review |  Colombo to Rome via Doha return in Business class. Outbound, check in at Colombo handled by SriLankan Airlines. Even though check in was swift, service was lethargic. Boarding and departure slightly delayed. First flight was on an A340-600 which had been refitted. Seats quite comfortable. IFE somewhat disappointing as content not as extensive as expected. Cabin service was impeccable and food good. Happy to see that Qatar Airways maintains inflight catering standards. Transfer in Doha was swift. Second sector operated by a A330-200. Comments similar to first flight. Fast disembarkation in Rome. Return check in at Rome was good friendly and fast. Lounge used by QR in Rome leaves a lot to be desired. Boarding on time with early departure. Flight was operated by a Boeing 787, and the IFE on B787 is excellent. Cabin crew were charming and professional. Food and drink excellent. Early arrival into DOH giving good connection time in DOH. Doha business class lounge outstanding - clean and crisp. Last sector to CMB was again on an A340-600. All good and left plane as a happy passenger.",Solo Leisure,Business Class,April 2016,A340-600 / 330-200 / Boeing 787,CMB to FCO via DOH,Bandaranaike International,Doha,Rome,1.0,Yes
2016-04-08,2.0,10.0,Patricia McGurk,Belgium,"""Brussels airport was still closed""","✅ Verified Review |  We were due to travel from Cape Town to Brussels and I phoned Qatar Airways office three days before our departure to ask if Brussels airport was still closed after the bombings. I was told that it would be open but I asked what would happen if it was not open and I was informed that passengers would be put on flights to Amsterdam, Paris or Dusseldorf. I therefore printed off our boarding passes to Brussels two days before the flight as requested. When we arrived at Cape Town airport 3.5 hours before the flight, we were told that our flights had been cancelled and we would have to rebook. At the booking office, we were told that there were no seats available on flights to Amsterdam, Paris, Dusseldorf or London Heathrow and all they could offer us were flights to Birmingham. If Qatar had sent us an email to inform us that our flights had been cancelled, we might have been able to find much more suitable alternatives in time. We accepted very reluctantly to fly to Birmingham, as this was extremely inconvenient, only to be told that the airline would not organise or pay for onward travel from Birmingham to Brussels. We also faced a wait of 7 hours at Doha airport instead of the previously scheduled 2 hours. We asked if there was a possibility of an upgrade or a place in the Business lounge but we were told that it was not company policy. At Doha airport, we tried to book train tickets from Birmingham to London and from London to Brussels on the Eurostar but there were no printing facilities we could find. It was also cold and extremely noisy, with the children's play area right next to the quiet room .Our train tickets cost us £33 each and Eurostar tickets 382 euros, out of our own pocket. We finally arrived at Birmingham airport to discover there were no trains that day to London, due to overhead cables being down. We finally arrived in Brussels at 11.30pm, having been due to arrive originally at 7.25am. An email of complaint to Qatar Airways was met with the inflexibility we had encountered from the supervisor at Cape Town airport. This was the first time we had travelled with this airline and it will be the last.",Couple Leisure,Economy Class,April 2016,Boeing 787,CPT to BHX via BRU,Cape Town,Brussels,Birmingham,1.0,no
2016-04-06,3.0,10.0,Uwe Guenther,Switzerland,"""bad experience with a big family""","✅ Verified Review |  A bad experience with a big family on the flight from Cape Town to Doha that basically took over the business section, messed up the bathrooms and used the space in front of the toilets for praying - so much so, that one felt guilty to get up to use the lavatory. This family also had a child, that was screaming for nine hours. The child is not to blame - the parents did not pack single toy or drawing book etc.  Original ticket had a layover in Doha of more than 8 hours that with complimentary hotel. Qatar changed the times which resulted in the cancellation of this hotel booking. I was assured by there are ample sleeping opportunities in the Business lounge in Doha but do not bet on this. Lounge was cold and too noisy for sleeping. Quiet zone was occupied  so you are waiting there for your next flight until the next morning. Next shorter flight in bad business seat in A320 and I could not sleep properly. Will not book again if they have a layover of less than 8 hours.",Solo Leisure,Business Class,April 2016,Boeing 787 / A320,CPT to BEG via DOH,Cape Town,Doha,Belgrade,1.0,no
2016-04-05,9.0,10.0,Craig Cutts,United Kingdom,"""business class seat very comfortable""","I've used Qatar Airways in a mix of classes 10 times over the past year and I have to say in my opinion they are one of the best airlines at the moment. Check in LHR T4 quick and polite used the lounge (Skyteam) through my frequent flier status. Economy on the first flight seat 31A on the upper deck of the A380 comfortable seat with good AVOD departed on time. Service good with lunch and a snack served by a cheerful crew. Connection at DOH very good boarding on to a new looking Boeing 787 business class seat 4E which was very comfortable. Despite an early morning departure dinner served which was pretty good, I slept for 6 hours waking up to a cooked breakfast 2 hours out of CPT. Arrived a little late but bags off quick a great flight. Return CPT-DOH-LHR check in quick and polite, offered an exit seat which was nice, the Boeing 787 in economy is a little tight but I don't mind being small - the seat is also a little hard but otherwise a very nice aircraft food and service on this flight very good for economy. Connecting in DOH onto another A380 and again seat 31A upper deck. Early 03:30am departure so skipped food, although drinks offered through the flight - I slept 4 hours waking up for a cooked breakfast which was okay. Arriving a little late in to LHR bags arrived quickly. All in all a great product and currently my favorite airline.",Solo Leisure,Business Class,April 2016,A380 / Boeing 787,LHR to CPT via DOH,London Heathrow,Doha,Cape Town,0.0,Yes
2016-03-31,5.0,10.0,C Stanhope,United Kingdom,"""all flights on time""","✅ Verified Review |  London to Colombo via Doha with Qatar Airways. The Boeing 777 had the best legroom but narrow seats, A340 was very cramped, the Boeing 787 average but narrow seat. Onboard service by crew was good. I found the food inedible and was very disappointed. All flights on time though so that was a bonus. Not sure how you get five star service in economy.",Couple Leisure,Economy Class,March 2016,Boeing 777 / 787 / A340,LHR to CNB via DOH,London Heathrow,Doha,Coimbatore,1.0,no
2016-03-30,10.0,10.0,C Kay,United Kingdom,"""experience was excellent""","✅ Verified Review |  Edinburgh to Male via Doha return in Qatar Airways business class. Everything about the experience was excellent both on the ground and in the air. Great food and drink, comfortable seats, wide range of entertainment and punctual flights. The dedicated Qatar Airways arrivals lounge for premium passengers at Doha was new (to me) and worked very well.",Couple Leisure,Business Class,March 2016,Boeing 787 / A330 / A320,EDI to MLE via DOH,Edinburgh,Doha,Malé,1.0,Yes
2016-03-29,7.0,10.0,Dennis Feenstra,Netherlands,"""avoid the Boeing 787""","Amsterdam to Bangkok via Doha with Qatar Airways. Amsterdam - Doha leg was the Boeing 787-800. Fortunatly the ground staff at Amsterdam Airport assigned me to an exit row seat, which gave me more legroom. This worked out well for me, since the normal seats on the B787 are too small and only have 31 inch pitch.  Avoid the Boeing 787 at all costs. On arrival in Doha we were transported by busses to the terminal and welcomed by a long queue for a security check. It took quite some time as they had only 2 or 3 stations open, with several international flights arriving at the same time. With the new departure time from Amsterdam (18.15 instead of 14.40) you may have only minutes to transfer (depending where you're flying next of course) and that might turn out to be too short. Hamad Airport wasn't quite what I had hoped for. One positive note; Doha is not as busy as Dubai. Doha to Bangkok was on the fantastic A380. This flight was very good and I was lucky again and given a seat on the upper deck economy section (seat 25b). The seat was in front of the bulkhead and offered me extra legroom ones again. Smooth flight (or rather a nice inflight sleep). The return flight from Bangkok to Doha was an A380 again and was uneventfull. At Suvarnabhumi it took the ground staff quite some time to realise that their check at boarding wasn't going to work with only 1 staff member checking passports and boarding cards. After some time another staff member came and checks went quicker and the flight could depart on time. On arrival in Doha no security check, off the airplane into the terminal. The flight from Doha to Amsterdam was now on a new Boeing 777 with 10 seat abreast. Still not bad and I was happy I didn't have to sit on that awful 787. Nice flight and another fine crew. On all flights the crew was nice, and they worked hard, always smiling, always happy to help.  Transfer time in Doha only 50 minutes, which is a recipe for disaster and that is a dealbreaker for me.",Solo Leisure,Economy Class,March 2016,Boeing 787 / 777 / A380,AMS to BKK via DOH,Amsterdam Airport Schiphol,Doha,Bangkok,0.0,no
2016-03-26,10.0,10.0,A Ahmed,United Kingdom,"""fantastic business class experience""","✅ Verified Review |  Copenhagen to Melbourne visa Doha return. This was a fantastic business class experience and I understand now the recognition QR get for their product. From ground to air, they are streets ahead of most airlines. The 1-2-1 seating on the Boeing 787 is amazing, comfortable and provides an intimate and private space on a long flight - even the 2-2-2 seating on the Boeing 777 was a very respectable product. The catering is fantastic, on all flights the quality was high and beautifully presented. The Barramundi in Saffron sauce I was served on the way back from Melbourne, was something I would be very happy with at a high end restaurant! There biggest asset is their staff who provide consistent and warm hospitality. I was greeted by name on boarding on several flights, including with 'salaam' which was a nice touch. The lounge staff were friendly without being overbearing and the guy manning the showers outbound deserves a massive pat on the back as he went out of his way to ensure I had everything I needed to get refreshed. Outbound on my flight DOH-MEL I was unwell so unfortunately didn't get to enjoy the catering (which looked amazing from the menu) or bar but was well looked after by staff onboard the flight including the CSD who checked up on me throughout the flight. Inbound on the last leg to CPH, my seat area hadn't been cleaned properly due to late landing and turnaround of the plane. This was unacceptable but once crew was informed she was embarrassed and tried her best to rectify the problem and tried to more make up for it through the rest of the flight.  All in all the soft service is really what sets QR apart from their rivals.",Solo Leisure,Business Class,February 2016,Boeing 787-8 / 777-300ER,CPH to MEL via DOH,Copenhagen,Doha,Melbourne,1.0,Yes
2016-03-22,10.0,10.0,Kok Wai Lam,Singapore,"""very good service by crew""","Sao Paolo to Doha on Qatar Airways. The business class flat bed was very comfortable for a 14-hour ultra long flight. Food selection and wine selection extensive  and cater to all needs. Very good service by the crew on serving the food, as well as attending to needs of passengers. Would highly recommend Qatar Airways business class for this route.",Solo Leisure,Business Class,March 2016,Boeing 777-200LR,GRU to DOH,São Paulo/Guarulhos International,Direct,Doha,0.0,Yes
2016-03-22,6.0,10.0,M Welzel,Germany,"""below average performance""","Qatar Airways from Doha to Frankfurt. The flight was on time and the cabin crew was polite. Having travelled with QR before this flight was below average performance. When booking 2 months before, it should have been operated with an A350 but aircraft change was not communicated to me, and I flew an older Boeing 777. The IFE system was quite slow and lower resolution.",Couple Leisure,Economy Class,March 2016,Boeing 777-300ER,DOH to FRA,Doha,Direct,Frankfurt,0.0,no
2016-03-21,3.0,10.0,Richard Millard,United States,"""IFE kept freezing""","Admittedly this was only a short 1hr 45mins flight from Bangkok to Hanoi, but I found the 10-abreast seating uncomfortable, cushioning felt thin, and the extra inch or two of pitch compared to most airlines was scarcely perceptible to me. My inflight entertainment kept freezing and re-setting so I didn't have a high opinion of it. The content looked good. There was a snack served, but it seemed to have been composed with no thought. The aircraft seemed worn and dirty.",Couple Leisure,Economy Class,March 2016,Boeing 777-300ER,BKK to HAN,Bangkok,Direct,Hanoi,0.0,no
2016-03-16,10.0,10.0,Andreas Poltin,Austria,"""the friendly cabin crew""",Doha to Vienna and Qatar Airways is really a 5 Star airline. The Boeing 787 seats were in the 1x2x1 configuration which makes a lot of room for the business class travellers. The seat can be transferred into a full flat bed and I had enough space also for my legs (I am 183cm). The food was great and the friendly cabin crew asked me every 30 minutes for additional food. Also an ice cream was served as a dessert.,Solo Leisure,Business Class,March 2016,Boeing 787,DOH to VIE,Doha,Direct,Vienna,0.0,Yes
2016-03-13,6.0,10.0,R. Ziegler,Switzerland,"""Boeing 777 good for couples""",Second flight with Qatar Airways from Zurich to Melbourne. First flight to Doha was in Boeing 787 with single seat at window and now in 2 seats at the window in Boeing 777. What a difference: you have no direct access to the aisle and seats in 777 are less comfortable. Food was just good as in the Boeing 787. Qatar Airways uses Boeing 777 to Australia so good for couples. If you travel alone you should take a seat in the middle row to have direct access to aisle. The business class product of Qatar Airways is different depending on the aircraft. *Unverified*,Solo Leisure,Business Class,January 2016,Boeing 777-300ER,DOH to MEL,Doha,Direct,Melbourne,0.0,no
2016-03-13,5.0,10.0,D Southee,Australia,"""window blinds were closed""","Sao Paulo to Doha, and on boarding I was informed there was no champagne left for boarding drink service, with the meal a French wine selected was also not available. There was one size of pyjama left and that was XL. As I was sitting in seat 2B it was difficult to understand why these shortages occurred. Whilst the flight left at 3am and arrived at 9pm, window blinds were closed and it was treated as if it was a night flight which meant you had to buzz if you wanted anything. I have flown Qatar Business quite a few times and this flight was not at the same level of the previous flights. Our connecting flight out of Doha had champagne but it was warm.",Couple Leisure,Business Class,March 2016,Boeing 777-200,GRU to DOH,São Paulo/Guarulhos International,Direct,Doha,0.0,no
2016-03-13,9.0,10.0,R Ziegler,Switzerland,"""food is really excellent""","Zurich to Doha with Qatar Airways, and my first flight on a Boeing 787. I had a Single seat at a window, very comfortable in each position. Fully flat it gets a good bed, but not the best in the industry. Storage for hand luggage is limited when you travel with carry-on only, passengers seating in the middle row put theirs in your compartment as well. The food is really excellent (some of the dishes came close to food quality on Swiss First!) The crew were young and very different from one flight to the other, but in general friendly and efficient. I reckon Qatar Airways crew is better in most ways then their competitors from the Middle East. Ii wonder what is all the fuss about air quality or bigger windows on Boeing 787 : I could not realize that the air would be better than other aircraft, I could not tell that the windows are bigger then on other planes.",Solo Leisure,Business Class,January 2016,Boeing 787,ZRH to DOH,Zurich,Direct,Doha,0.0,Yes
2016-03-13,7.0,10.0,Wasique Zafar,Oman,"""delay in arriving flight""",Qatar Airways from Johannesburg to Doha experience was nice though flight took off more than an hour late due to some technical snag. Seats were comfortable and service was good. However experience at Doha Airport was not good. Connecting flight to Muscat was missed due to delay in arriving flight. At the airport the best airline staff could do was to hand over the boarding pass for the next available flight which was after 7 hours and show the way towards the terminal which was disappointing.,Family Leisure,Economy Class,March 2016,Boeing 787,JNB to MCT via DOH,O. R. Tambo International,Doha,Muscat,0.0,no
2016-03-11,9.0,10.0,Lois Tan,Singapore,"""great business class experience""","Singapore to Oslo via Doha with Qatar Airways was a great business class experience. A delicious dessert, especially my Laduree Macaron. A wide selection of food from menu. main course not very suit to my taste because I have a Asian taste bud. The seat comfort enough for me have a good sleep. Luxury beverage (non alcohol) from France winery - for passengers that cannot have alcohol like me.",Couple Leisure,Business Class,February 2016,A350,SIN to OSL via DOH,Singapore Changi Airport,Doha,Oslo,0.0,Yes
2016-03-09,10.0,10.0,Bogadi Prashanth,India,"""experience was awesome""","Flew to Orlando from Bangalore via Doha, and the entire experience onboard the Boeing 777 on both routes was awesome. Having flown on Qatar Airways previously and being a Gold member, the service on board was five star. Cabin crew friendly, attentive with excellent choice of food and beverages and On demand menu. The lounge at Doha early morning was crowded, despite being huge with various counters. I would really give them 6 stars if allowed to do so.",Business,Business Class,March 2016,Boeing 777,BLR to MCO,Kempegowda International,Direct,Orlando,0.0,Yes
2016-03-09,9.0,10.0,V Huber,Germany,"""a fabulous experience""","Frankfurt to Doha in economy class on B777, and a fabulous experience with Qatar Airways. Check in at FRA was a bit slow, but everything else went well. Staff onboard the plane were kind and welcoming, and service was attentive for this quite short flight. Food was okay, not brilliant but plenty of drinks offered during the flight. Cabin was very clean and nice, the inflight entertainment seemed to be close to Emirates choices and all worked well. Definitely choose for future trips if schedule suitable.",Business,Economy Class,February 2016,Boeing 777,FRA to DOH,Frankfurt,Direct,Doha,0.0,Yes
2016-03-04,9.0,10.0,Edward Scott,United Kingdom,"""friendly and very attentive""","This was our first time with Qatar Airways from Manchester to Bangkok via Doha, but it won't be our last. The seating on all aircraft's that we flew in were excellent especially the A380 which was brilliant, followed by the 777 which had so much space. The cleanliness of the planes was excellent, the staff were friendly and very attentive to our requirements, the menu was very good and the selection of wines onboard were also very good. The food was served quickly when asked for as they offer serve on demand which is ideal when having two flights within a very short time, in fact the food was too plentiful on the first flight from BKK that after picking up our flight to Manchester we couldn't manage any more. Great airline, will certainly use again on my next flight.",Couple Leisure,Business Class,February 2016,"A330, A380",MAN to BKK via DOH,Manchester,Doha,Bangkok,0.0,Yes
2016-03-02,7.0,10.0,Daniel Dahlbo,Finland,"""overall a good experience""","Stockholm to Bangkok via Doha, and overall a good experience with Qatar Airways. However, the Boeing 787 between Stockholm and Doha had less leg room and width then the A380 between Doha and BKK. Other than that the overall service was better on A380. It was my feeling that the A380 flagship routes has higher priority, meal services seemed to run more smoothly on A380, there was also a menu handed out on the A380. Entertaiment system was better on A380. Qatar is a great airline. However, if the 787 is not comfortable enough for long-haul flights.",Family Leisure,Economy Class,February 2016,Boeing 787 / A380,ARN to BKK via DOH,Stockholm Arlanda,Doha,Bangkok,0.0,no
2016-03-01,9.0,10.0,Bharath Thekkedath,United States,"""overall a very good experience""","I travelled on Qatar Airways from Los Angeles to Hyderabad via Doha, the first time I was travelling on Qatar Airways. I would say they are truly a 5 star airline, and they have high standards in service and quality. The food was good and service was very prompt and courteous. I flew in Economy and the seats are wide and comfortable. The transit was hassle free in Doha. Overall a very good experience.",Solo Leisure,Economy Class,January 2016,Boeing 777-200LR,LAX to HYD via DOH,Los Angeles,Doha,Hyderabad,0.0,Yes
2016-02-29,10.0,10.0,Johan Rossouw,South Africa,"""best airline I have flown""",Colombo to Johannesburg via Doha with Qatar Airways. An excellent Business Class. Seats are magnificent with attentive crew throughout the flight. Pre drinks served before take off and variety of pre drinks as well. Food is well prepared and tasty. Air Hostesses greet you by the name and made you feel special. Pajamas handed out before take off which is unheard of in business class. Spacious cabins and lay flat seats. By far the best airline I have flown.,Solo Leisure,Business Class,February 2016,Boeing 787,CMB to JNB via DOH,Bandaranaike International,Doha,Johannesburg,0.0,Yes
